date,flight_id,origin,destination,scheduled_minutes,departure_delay_min,arrival_delay_min,cancelled,delay_cause,passengers,load_factor,route
2026-06-19,LH1225,ZRH,HAM,147,25.0,18.0,False,ATC,158,0.831,ZRH-HAM
2026-06-19,LH1238,VIE,AMS,163,20.0,22.0,False,Late inbound,204,0.99,VIE-AMS
2026-06-19,LH1306,DUS,ZRH,168,0.0,11.0,False,No delay,84,0.808,DUS-ZRH
2026-06-19,LH1308,BER,MUC,71,,,True,Technical,85,0.692,BER-MUC
2026-06-19,LH1332,AMS,DUS,187,0.0,11.0,False,No delay,164,0.99,AMS-DUS
2026-06-19,LH1367,BER,ZRH,124,10.0,7.0,False,No delay,75,0.866,BER-ZRH
2026-06-19,LH1399,FRA,MUC,145,0.0,0.0,False,No delay,91,0.93,FRA-MUC
2026-06-19,LH1441,MUC,VIE,154,31.0,42.0,False,ATC,180,0.856,MUC-VIE
2026-06-19,LH1446,ZRH,DUS,160,16.0,21.0,False,Ground handling,199,0.778,ZRH-DUS
2026-06-19,LH1525,ZRH,DUS,60,10.0,12.0,False,No delay,112,0.845,ZRH-DUS
2026-06-19,LH1747,VIE,DUS,112,24.0,9.0,False,No delay,70,0.829,VIE-DUS
2026-06-19,LH1748,AMS,HAM,141,51.0,61.0,False,No delay,180,0.956,AMS-HAM
2026-06-19,LH1798,BER,AMS,209,31.0,41.0,False,No delay,147,0.822,BER-AMS
2026-06-19,LH1801,MUC,HAM,144,14.0,8.0,False,No delay,125,0.734,MUC-HAM
2026-06-20,LH1065,DUS,HAM,55,36.0,33.0,False,Late inbound,171,0.692,DUS-HAM
2026-06-20,LH1076,FRA,MUC,208,29.0,35.0,False,Weather,113,0.958,FRA-MUC
2026-06-20,LH1166,AMS,BER,124,11.0,3.0,False,No delay,141,0.879,AMS-BER
2026-06-20,LH1253,AMS,FRA,119,1.0,0.0,False,No delay,170,0.93,AMS-FRA
2026-06-20,LH1293,VIE,MUC,117,5.0,0.0,False,No delay,106,0.761,VIE-MUC
2026-06-20,LH1320,VIE,ZRH,94,10.0,17.0,False,No delay,105,0.589,VIE-ZRH
2026-06-20,LH1337,FRA,BER,145,29.0,32.0,False,Late inbound,175,0.932,FRA-BER
2026-06-20,LH1402,VIE,FRA,158,4.0,14.0,False,No delay,213,0.93,VIE-FRA
2026-06-20,LH1524,BER,VIE,152,11.0,0.0,False,No delay,181,0.865,BER-VIE
2026-06-20,LH1553,MUC,HAM,77,2.0,0.0,False,No delay,174,0.938,MUC-HAM
2026-06-20,LH1594,HAM,FRA,125,10.0,6.0,False,No delay,134,0.885,HAM-FRA
2026-06-20,LH1606,AMS,BER,122,12.0,18.0,False,ATC,74,0.969,AMS-BER
2026-06-20,LH1631,FRA,DUS,110,0.0,4.0,False,No delay,78,0.828,FRA-DUS
2026-06-20,LH1645,DUS,AMS,63,11.0,10.0,False,No delay,193,0.816,DUS-AMS
2026-06-21,LH1138,HAM,AMS,205,3.0,6.0,False,No delay,104,0.837,HAM-AMS
2026-06-21,LH1168,BER,ZRH,81,0.0,0.0,False,No delay,102,0.733,BER-ZRH
2026-06-21,LH1196,ZRH,DUS,98,0.0,0.0,False,No delay,181,0.903,ZRH-DUS
2026-06-21,LH1198,FRA,BER,188,0.0,0.0,False,No delay,88,0.761,FRA-BER
2026-06-21,LH1267,HAM,AMS,170,2.0,7.0,False,No delay,114,0.841,HAM-AMS
2026-06-21,LH1370,BER,FRA,73,10.0,20.0,False,Late inbound,182,0.885,BER-FRA
2026-06-21,LH1486,DUS,AMS,125,8.0,18.0,False,Late inbound,122,0.788,DUS-AMS
2026-06-21,LH1626,BER,MUC,104,4.0,18.0,False,No delay,187,0.719,BER-MUC
2026-06-21,LH1737,DUS,HAM,111,5.0,6.0,False,No delay,76,0.943,DUS-HAM
2026-06-22,LH1043,HAM,ZRH,160,3.0,0.0,False,No delay,72,0.765,HAM-ZRH
2026-06-22,LH1052,DUS,HAM,120,19.0,26.0,False,Ground handling,153,0.836,DUS-HAM
2026-06-22,LH1062,ZRH,VIE,189,0.0,0.0,False,No delay,154,0.758,ZRH-VIE
2026-06-22,LH1193,HAM,VIE,61,13.0,0.0,False,No delay,145,0.796,HAM-VIE
2026-06-22,LH1200,HAM,AMS,92,8.0,8.0,False,No delay,119,0.854,HAM-AMS
2026-06-22,LH1300,AMS,DUS,72,34.0,20.0,False,Weather,88,0.812,AMS-DUS
2026-06-22,LH1520,AMS,FRA,187,20.0,19.0,False,Weather,121,0.856,AMS-FRA
2026-06-22,LH1629,AMS,BER,58,18.0,30.0,False,Ground handling,110,0.832,AMS-BER
2026-06-22,LH1745,BER,HAM,174,29.0,18.0,False,No delay,93,0.755,BER-HAM
2026-06-22,LH1764,DUS,HAM,205,24.0,29.0,False,Late inbound,156,0.99,DUS-HAM
2026-06-23,LH1021,DUS,ZRH,106,16.0,19.0,False,No delay,196,0.797,DUS-ZRH
2026-06-23,LH1067,BER,ZRH,168,28.0,13.0,False,No delay,201,0.89,BER-ZRH
2026-06-23,LH1187,AMS,MUC,65,25.0,15.0,False,No delay,200,0.772,AMS-MUC
2026-06-23,LH1331,VIE,AMS,83,23.0,23.0,False,Technical,159,0.841,VIE-AMS
2026-06-23,LH1373,VIE,ZRH,105,32.0,18.0,False,Late inbound,219,0.812,VIE-ZRH
2026-06-23,LH1378,FRA,VIE,58,21.0,21.0,False,Ground handling,133,0.852,FRA-VIE
2026-06-23,LH1392,HAM,BER,58,11.0,17.0,False,Weather,77,0.799,HAM-BER
2026-06-23,LH1497,VIE,HAM,196,26.0,24.0,False,No delay,75,0.912,VIE-HAM
2026-06-23,LH1575,BER,AMS,116,15.0,27.0,False,Late inbound,119,0.776,BER-AMS
2026-06-23,LH1627,MUC,HAM,179,5.0,0.0,False,No delay,212,0.925,MUC-HAM
2026-06-23,LH1633,MUC,BER,130,0.0,0.0,False,No delay,169,0.733,MUC-BER
2026-06-23,LH1757,ZRH,VIE,171,0.0,2.0,False,No delay,180,0.675,ZRH-VIE
2026-06-23,LH1769,VIE,AMS,95,21.0,26.0,False,ATC,213,0.863,VIE-AMS
2026-06-24,LH1093,HAM,VIE,83,0.0,1.0,False,No delay,97,0.905,HAM-VIE
2026-06-24,LH1439,HAM,AMS,93,0.0,20.0,False,Late inbound,145,0.751,HAM-AMS
2026-06-24,LH1551,FRA,ZRH,93,2.0,1.0,False,No delay,126,0.893,FRA-ZRH
2026-06-24,LH1613,BER,DUS,99,0.0,0.0,False,No delay,114,0.601,BER-DUS
2026-06-24,LH1808,MUC,DUS,107,26.0,10.0,False,No delay,101,0.851,MUC-DUS
2026-06-25,LH1026,DUS,FRA,141,28.0,23.0,False,No delay,132,0.917,DUS-FRA
2026-06-25,LH1064,AMS,ZRH,168,0.0,0.0,False,No delay,114,0.886,AMS-ZRH
2026-06-25,LH1143,BER,FRA,195,0.0,3.0,False,No delay,75,0.869,BER-FRA
2026-06-25,LH1162,MUC,DUS,164,13.0,19.0,False,No delay,168,0.789,MUC-DUS
2026-06-25,LH1163,VIE,ZRH,174,30.0,31.0,False,Technical,91,0.826,VIE-ZRH
2026-06-25,LH1247,ZRH,DUS,90,6.0,4.0,False,No delay,94,0.869,ZRH-DUS
2026-06-25,LH1372,AMS,MUC,163,30.0,32.0,False,No delay,201,0.99,AMS-MUC
2026-06-25,LH1495,DUS,ZRH,143,17.0,32.0,False,Late inbound,81,0.869,DUS-ZRH
2026-06-25,LH1571,VIE,ZRH,197,0.0,0.0,False,No delay,114,0.968,VIE-ZRH
2026-06-25,LH1584,HAM,MUC,56,1.0,0.0,False,No delay,81,0.84,HAM-MUC
2026-06-25,LH1686,ZRH,MUC,152,23.0,29.0,False,ATC,119,0.768,ZRH-MUC
2026-06-26,LH1004,HAM,MUC,97,21.0,11.0,False,No delay,121,0.89,HAM-MUC
2026-06-26,LH1164,ZRH,DUS,62,47.0,50.0,False,Ground handling,83,0.853,ZRH-DUS
2026-06-26,LH1237,BER,FRA,100,32.0,26.0,False,ATC,137,0.894,BER-FRA
2026-06-26,LH1274,FRA,VIE,188,0.0,0.0,False,No delay,77,0.832,FRA-VIE
2026-06-26,LH1424,ZRH,HAM,186,,,True,Technical,115,0.807,ZRH-HAM
2026-06-26,LH1463,MUC,DUS,61,5.0,21.0,False,No delay,81,0.773,MUC-DUS
2026-06-26,LH1472,HAM,BER,192,11.0,7.0,False,No delay,164,0.879,HAM-BER
2026-06-26,LH1499,BER,AMS,101,0.0,2.0,False,No delay,184,0.906,BER-AMS
2026-06-26,LH1546,AMS,BER,120,16.0,13.0,False,No delay,200,0.901,AMS-BER
2026-06-26,LH1623,MUC,ZRH,203,16.0,3.0,False,No delay,191,0.771,MUC-ZRH
2026-06-26,LH1731,AMS,ZRH,145,52.0,40.0,False,No delay,109,0.916,AMS-ZRH
2026-06-26,LH1776,MUC,BER,193,0.0,0.0,False,No delay,166,0.627,MUC-BER
2026-06-26,LH1794,MUC,BER,86,3.0,0.0,False,No delay,189,0.724,MUC-BER
2026-06-27,LH1003,AMS,BER,123,24.0,25.0,False,Late inbound,131,0.863,AMS-BER
2026-06-27,LH1029,DUS,AMS,110,30.0,21.0,False,Late inbound,198,0.915,DUS-AMS
2026-06-27,LH1046,AMS,HAM,72,33.0,40.0,False,Ground handling,121,0.834,AMS-HAM
2026-06-27,LH1081,VIE,BER,106,8.0,8.0,False,No delay,122,0.878,VIE-BER
2026-06-27,LH1090,BER,MUC,123,10.0,0.0,False,No delay,87,0.797,BER-MUC
2026-06-27,LH1120,FRA,HAM,78,0.0,0.0,False,No delay,216,0.841,FRA-HAM
2026-06-27,LH1139,ZRH,MUC,92,28.0,45.0,False,Technical,121,0.782,ZRH-MUC
2026-06-27,LH1154,FRA,AMS,134,0.0,0.0,False,No delay,204,0.974,FRA-AMS
2026-06-27,LH1185,ZRH,HAM,158,3.0,3.0,False,No delay,145,0.872,ZRH-HAM
2026-06-27,LH1213,BER,AMS,145,12.0,5.0,False,No delay,107,0.833,BER-AMS
2026-06-27,LH1218,VIE,HAM,125,42.0,42.0,False,Ground handling,145,0.878,VIE-HAM
2026-06-27,LH1266,FRA,VIE,129,29.0,44.0,False,Technical,95,0.813,FRA-VIE
2026-06-27,LH1284,HAM,MUC,179,6.0,0.0,False,No delay,106,0.799,HAM-MUC
2026-06-27,LH1297,AMS,ZRH,140,36.0,41.0,False,Late inbound,120,0.888,AMS-ZRH
2026-06-27,LH1353,ZRH,DUS,112,0.0,0.0,False,No delay,76,0.882,ZRH-DUS
2026-06-27,LH1406,BER,MUC,135,11.0,13.0,False,No delay,193,0.856,BER-MUC
2026-06-27,LH1434,DUS,AMS,84,19.0,13.0,False,No delay,187,0.881,DUS-AMS
2026-06-27,LH1620,ZRH,BER,146,24.0,13.0,False,No delay,194,0.896,ZRH-BER
2026-06-27,LH1632,AMS,MUC,128,0.0,0.0,False,No delay,186,0.889,AMS-MUC
2026-06-27,LH1688,ZRH,DUS,141,0.0,3.0,False,No delay,98,0.724,ZRH-DUS
2026-06-27,LH1755,MUC,FRA,69,29.0,21.0,False,No delay,130,0.799,MUC-FRA
2026-06-27,LH1799,AMS,HAM,184,14.0,24.0,False,Late inbound,170,0.826,AMS-HAM
2026-06-27,LH1868,FRA,ZRH,203,22.0,9.0,False,No delay,163,0.761,FRA-ZRH
2026-06-27,LH1882,FRA,HAM,64,4.0,0.0,False,No delay,85,0.99,FRA-HAM
2026-06-28,LH1019,VIE,BER,79,11.0,0.0,False,No delay,207,0.902,VIE-BER
2026-06-28,LH1030,DUS,BER,93,31.0,30.0,False,Weather,209,0.744,DUS-BER
2026-06-28,LH1072,HAM,DUS,157,3.0,0.0,False,No delay,137,0.829,HAM-DUS
2026-06-28,LH1113,BER,ZRH,160,0.0,0.0,False,No delay,166,0.846,BER-ZRH
2026-06-28,LH1175,MUC,FRA,198,16.0,18.0,False,ATC,149,0.947,MUC-FRA
2026-06-28,LH1204,BER,ZRH,67,,,True,ATC,163,0.866,BER-ZRH
2026-06-28,LH1221,FRA,VIE,71,10.0,2.0,False,No delay,136,0.785,FRA-VIE
2026-06-28,LH1230,HAM,DUS,144,24.0,15.0,False,No delay,78,0.855,HAM-DUS
2026-06-28,LH1334,VIE,HAM,92,32.0,39.0,False,No delay,97,0.856,VIE-HAM
2026-06-28,LH1484,HAM,VIE,181,29.0,40.0,False,ATC,107,0.929,HAM-VIE
2026-06-28,LH1505,MUC,FRA,108,41.0,29.0,False,Weather,197,0.886,MUC-FRA
2026-06-28,LH1536,HAM,BER,124,,,True,Technical,169,0.912,HAM-BER
2026-06-28,LH1611,MUC,FRA,100,0.0,3.0,False,No delay,148,0.909,MUC-FRA
2026-06-28,LH1646,VIE,ZRH,135,0.0,0.0,False,No delay,216,0.884,VIE-ZRH
2026-06-28,LH1709,MUC,FRA,173,,,True,Technical,208,0.814,MUC-FRA
2026-06-28,LH1791,AMS,HAM,66,10.0,4.0,False,No delay,117,0.685,AMS-HAM
2026-06-28,LH1797,MUC,VIE,108,6.0,0.0,False,No delay,210,0.977,MUC-VIE
2026-06-28,LH1832,VIE,AMS,61,42.0,45.0,False,Weather,206,0.901,VIE-AMS
2026-06-28,LH1870,BER,ZRH,120,12.0,15.0,False,No delay,201,0.878,BER-ZRH
2026-06-29,LH1053,HAM,MUC,129,17.0,19.0,False,Late inbound,72,0.933,HAM-MUC
2026-06-29,LH1069,FRA,ZRH,195,0.0,12.0,False,No delay,181,0.885,FRA-ZRH
2026-06-29,LH1075,MUC,FRA,96,25.0,30.0,False,No delay,193,0.905,MUC-FRA
2026-06-29,LH1108,VIE,FRA,61,0.0,8.0,False,No delay,153,0.779,VIE-FRA
2026-06-29,LH1123,ZRH,HAM,86,1.0,8.0,False,No delay,209,0.807,ZRH-HAM
2026-06-29,LH1275,BER,HAM,105,0.0,0.0,False,No delay,120,0.865,BER-HAM
2026-06-29,LH1276,BER,HAM,134,21.0,16.0,False,Technical,209,0.825,BER-HAM
2026-06-29,LH1289,FRA,MUC,176,9.0,13.0,False,No delay,117,0.797,FRA-MUC
2026-06-29,LH1366,FRA,BER,177,0.0,0.0,False,No delay,108,0.825,FRA-BER
2026-06-29,LH1473,HAM,ZRH,109,4.0,0.0,False,No delay,75,0.791,HAM-ZRH
2026-06-29,LH1518,ZRH,FRA,78,37.0,29.0,False,Weather,135,0.949,ZRH-FRA
2026-06-29,LH1621,VIE,ZRH,147,30.0,40.0,False,Ground handling,100,0.901,VIE-ZRH
2026-06-29,LH1643,DUS,MUC,196,12.0,0.0,False,No delay,135,0.816,DUS-MUC
2026-06-29,LH1708,MUC,HAM,174,28.0,26.0,False,Late inbound,70,0.836,MUC-HAM
2026-06-29,LH1767,VIE,DUS,196,16.0,7.0,False,No delay,204,0.757,VIE-DUS
2026-06-29,LH1784,BER,VIE,107,19.0,29.0,False,Technical,86,0.86,BER-VIE
2026-06-30,LH1054,ZRH,FRA,93,6.0,0.0,False,No delay,173,0.783,ZRH-FRA
2026-06-30,LH1182,AMS,FRA,198,25.0,10.0,False,No delay,218,0.89,AMS-FRA
2026-06-30,LH1184,MUC,VIE,135,5.0,5.0,False,No delay,210,0.833,MUC-VIE
2026-06-30,LH1202,AMS,HAM,185,0.0,2.0,False,No delay,177,0.871,AMS-HAM
2026-06-30,LH1234,DUS,AMS,150,9.0,0.0,False,No delay,73,0.938,DUS-AMS
2026-06-30,LH1251,DUS,BER,200,25.0,20.0,False,Late inbound,86,0.895,DUS-BER
2026-06-30,LH1281,AMS,FRA,118,24.0,19.0,False,Late inbound,204,0.842,AMS-FRA
2026-06-30,LH1283,HAM,VIE,102,3.0,0.0,False,No delay,200,0.814,HAM-VIE
2026-06-30,LH1404,DUS,HAM,136,4.0,8.0,False,No delay,201,0.871,DUS-HAM
2026-06-30,LH1443,DUS,FRA,129,8.0,13.0,False,No delay,165,0.826,DUS-FRA
2026-06-30,LH1452,HAM,MUC,193,9.0,0.0,False,No delay,157,0.878,HAM-MUC
2026-06-30,LH1562,FRA,AMS,187,11.0,8.0,False,No delay,206,0.874,FRA-AMS
2026-06-30,LH1650,BER,ZRH,116,11.0,4.0,False,No delay,135,0.835,BER-ZRH
2026-06-30,LH1717,DUS,FRA,172,,,True,Technical,166,0.944,DUS-FRA
2026-06-30,LH1728,HAM,FRA,84,22.0,9.0,False,No delay,134,0.805,HAM-FRA
2026-07-01,LH1016,DUS,MUC,165,2.0,6.0,False,No delay,92,0.842,DUS-MUC
2026-07-01,LH1020,ZRH,BER,169,30.0,22.0,False,Ground handling,177,0.943,ZRH-BER
2026-07-01,LH1114,DUS,BER,146,20.0,27.0,False,No delay,135,0.764,DUS-BER
2026-07-01,LH1158,HAM,VIE,97,0.0,0.0,False,No delay,204,0.76,HAM-VIE
2026-07-01,LH1179,ZRH,HAM,83,21.0,26.0,False,Weather,81,0.909,ZRH-HAM
2026-07-01,LH1343,HAM,DUS,57,0.0,13.0,False,No delay,215,0.813,HAM-DUS
2026-07-01,LH1405,VIE,ZRH,100,6.0,0.0,False,No delay,159,0.99,VIE-ZRH
2026-07-01,LH1419,HAM,MUC,166,7.0,23.0,False,Weather,155,0.99,HAM-MUC
2026-07-01,LH1444,MUC,VIE,122,18.0,1.0,False,No delay,137,0.682,MUC-VIE
2026-07-01,LH1548,VIE,MUC,115,0.0,2.0,False,No delay,157,0.889,VIE-MUC
2026-07-01,LH1555,FRA,BER,66,24.0,26.0,False,No delay,182,0.907,FRA-BER
2026-07-01,LH1607,HAM,VIE,185,21.0,26.0,False,Late inbound,158,0.856,HAM-VIE
2026-07-01,LH1628,FRA,ZRH,154,0.0,0.0,False,No delay,98,0.827,FRA-ZRH
2026-07-01,LH1666,AMS,BER,156,0.0,0.0,False,No delay,127,0.756,AMS-BER
2026-07-01,LH1802,VIE,ZRH,164,6.0,2.0,False,No delay,164,0.822,VIE-ZRH
2026-07-01,LH1875,MUC,DUS,123,29.0,27.0,False,Technical,141,0.874,MUC-DUS
2026-07-01,LH1896,AMS,MUC,201,0.0,3.0,False,No delay,98,0.764,AMS-MUC
2026-07-02,LH1010,ZRH,MUC,128,22.0,29.0,False,Technical,217,0.899,ZRH-MUC
2026-07-02,LH1295,VIE,ZRH,67,25.0,15.0,False,No delay,161,0.963,VIE-ZRH
2026-07-02,LH1350,MUC,BER,154,1.0,0.0,False,No delay,139,0.931,MUC-BER
2026-07-02,LH1365,FRA,AMS,89,36.0,22.0,False,No delay,128,0.772,FRA-AMS
2026-07-02,LH1448,VIE,MUC,76,10.0,14.0,False,No delay,170,0.726,VIE-MUC
2026-07-02,LH1487,BER,ZRH,58,24.0,22.0,False,No delay,112,0.942,BER-ZRH
2026-07-02,LH1506,BER,HAM,126,25.0,7.0,False,No delay,199,0.974,BER-HAM
2026-07-02,LH1577,HAM,MUC,99,12.0,6.0,False,No delay,167,0.85,HAM-MUC
2026-07-02,LH1655,MUC,HAM,132,42.0,42.0,False,No delay,114,0.91,MUC-HAM
2026-07-02,LH1678,FRA,DUS,113,39.0,25.0,False,Weather,103,0.763,FRA-DUS
2026-07-02,LH1700,BER,VIE,157,16.0,3.0,False,No delay,123,0.737,BER-VIE
2026-07-02,LH1711,MUC,ZRH,68,1.0,0.0,False,No delay,89,0.795,MUC-ZRH
2026-07-02,LH1716,ZRH,VIE,177,1.0,0.0,False,No delay,192,0.99,ZRH-VIE
2026-07-02,LH1746,BER,ZRH,144,6.0,0.0,False,No delay,192,0.673,BER-ZRH
2026-07-02,LH1892,BER,AMS,57,1.0,4.0,False,No delay,217,0.748,BER-AMS
2026-07-03,LH1028,HAM,DUS,187,19.0,4.0,False,No delay,77,0.743,HAM-DUS
2026-07-03,LH1056,HAM,BER,108,49.0,67.0,False,Technical,166,0.837,HAM-BER
2026-07-03,LH1228,DUS,MUC,162,25.0,13.0,False,No delay,171,0.878,DUS-MUC
2026-07-03,LH1288,DUS,BER,109,0.0,0.0,False,No delay,206,0.908,DUS-BER
2026-07-03,LH1294,DUS,MUC,69,0.0,0.0,False,No delay,126,0.701,DUS-MUC
2026-07-03,LH1304,VIE,ZRH,79,14.0,24.0,False,Late inbound,154,0.99,VIE-ZRH
2026-07-03,LH1330,ZRH,VIE,118,,,True,Weather,176,0.904,ZRH-VIE
2026-07-03,LH1538,BER,FRA,116,7.0,5.0,False,No delay,194,0.854,BER-FRA
2026-07-03,LH1560,ZRH,VIE,139,22.0,28.0,False,ATC,100,0.896,ZRH-VIE
2026-07-03,LH1605,MUC,ZRH,129,,,True,Weather,193,0.858,MUC-ZRH
2026-07-03,LH1647,ZRH,VIE,136,20.0,22.0,False,Ground handling,70,0.775,ZRH-VIE
2026-07-03,LH1788,AMS,ZRH,67,28.0,19.0,False,Technical,180,0.753,AMS-ZRH
2026-07-03,LH1806,AMS,DUS,76,46.0,38.0,False,Late inbound,211,0.884,AMS-DUS
2026-07-03,LH1876,BER,AMS,152,20.0,12.0,False,No delay,130,0.931,BER-AMS
2026-07-03,LH1878,BER,DUS,151,8.0,7.0,False,No delay,187,0.824,BER-DUS
2026-07-04,LH1033,VIE,FRA,150,27.0,35.0,False,Ground handling,147,0.897,VIE-FRA
2026-07-04,LH1078,BER,VIE,95,36.0,44.0,False,ATC,146,0.914,BER-VIE
2026-07-04,LH1112,MUC,FRA,62,5.0,0.0,False,No delay,76,0.781,MUC-FRA
2026-07-04,LH1125,FRA,MUC,86,22.0,30.0,False,Late inbound,168,0.846,FRA-MUC
2026-07-04,LH1130,HAM,FRA,168,0.0,0.0,False,No delay,201,0.891,HAM-FRA
2026-07-04,LH1131,MUC,HAM,195,16.0,19.0,False,Technical,215,0.776,MUC-HAM
2026-07-04,LH1133,BER,AMS,172,0.0,4.0,False,No delay,148,0.827,BER-AMS
2026-07-04,LH1157,ZRH,DUS,100,0.0,5.0,False,No delay,157,0.867,ZRH-DUS
2026-07-04,LH1307,VIE,MUC,67,19.0,25.0,False,Late inbound,135,0.791,VIE-MUC
2026-07-04,LH1329,BER,HAM,101,48.0,37.0,False,Weather,184,0.852,BER-HAM
2026-07-04,LH1455,HAM,VIE,70,14.0,6.0,False,No delay,166,0.917,HAM-VIE
2026-07-04,LH1654,HAM,ZRH,110,38.0,35.0,False,ATC,116,0.835,HAM-ZRH
2026-07-04,LH1705,AMS,FRA,58,0.0,13.0,False,No delay,184,0.919,AMS-FRA
2026-07-04,LH1754,MUC,AMS,151,0.0,0.0,False,No delay,193,0.804,MUC-AMS
2026-07-04,LH1761,DUS,BER,73,0.0,4.0,False,No delay,79,0.746,DUS-BER
2026-07-05,LH1115,ZRH,DUS,192,0.0,0.0,False,No delay,88,0.799,ZRH-DUS
2026-07-05,LH1128,DUS,MUC,127,0.0,0.0,False,No delay,141,0.761,DUS-MUC
2026-07-05,LH1227,VIE,AMS,199,11.0,4.0,False,No delay,106,0.843,VIE-AMS
2026-07-05,LH1265,FRA,DUS,108,5.0,8.0,False,No delay,195,0.684,FRA-DUS
2026-07-05,LH1287,DUS,VIE,174,19.0,17.0,False,ATC,184,0.859,DUS-VIE
2026-07-05,LH1423,AMS,HAM,182,13.0,29.0,False,No delay,119,0.902,AMS-HAM
2026-07-05,LH1436,VIE,MUC,185,18.0,0.0,False,No delay,153,0.99,VIE-MUC
2026-07-05,LH1534,BER,DUS,151,21.0,13.0,False,No delay,174,0.763,BER-DUS
2026-07-05,LH1569,FRA,MUC,76,28.0,32.0,False,Late inbound,186,0.807,FRA-MUC
2026-07-05,LH1596,DUS,AMS,162,5.0,7.0,False,No delay,187,0.801,DUS-AMS
2026-07-05,LH1676,DUS,BER,186,4.0,0.0,False,No delay,94,0.898,DUS-BER
2026-07-05,LH1707,DUS,ZRH,97,10.0,13.0,False,No delay,74,0.92,DUS-ZRH
2026-07-06,LH1241,BER,AMS,194,19.0,26.0,False,No delay,181,0.618,BER-AMS
2026-07-06,LH1259,BER,HAM,201,41.0,38.0,False,Weather,101,0.871,BER-HAM
2026-07-06,LH1269,AMS,HAM,142,20.0,31.0,False,Late inbound,125,0.87,AMS-HAM
2026-07-06,LH1393,FRA,MUC,200,1.0,0.0,False,No delay,179,0.836,FRA-MUC
2026-07-06,LH1454,MUC,BER,60,13.0,22.0,False,Ground handling,218,0.899,MUC-BER
2026-07-06,LH1467,HAM,VIE,104,0.0,4.0,False,No delay,149,0.931,HAM-VIE
2026-07-06,LH1519,HAM,ZRH,150,0.0,3.0,False,No delay,91,0.97,HAM-ZRH
2026-07-06,LH1530,HAM,FRA,169,0.0,0.0,False,No delay,123,0.977,HAM-FRA
2026-07-06,LH1547,AMS,ZRH,59,0.0,0.0,False,No delay,176,0.86,AMS-ZRH
2026-07-06,LH1664,DUS,HAM,64,25.0,31.0,False,Ground handling,100,0.892,DUS-HAM
2026-07-06,LH1687,FRA,HAM,85,31.0,22.0,False,Late inbound,159,0.99,FRA-HAM
2026-07-06,LH1697,VIE,AMS,130,44.0,46.0,False,No delay,138,0.985,VIE-AMS
2026-07-06,LH1719,AMS,BER,153,37.0,48.0,False,Ground handling,92,0.818,AMS-BER
2026-07-06,LH1785,DUS,HAM,94,20.0,0.0,False,No delay,76,0.779,DUS-HAM
2026-07-07,LH1136,AMS,BER,102,0.0,0.0,False,No delay,75,0.857,AMS-BER
2026-07-07,LH1192,ZRH,BER,141,4.0,0.0,False,No delay,180,0.756,ZRH-BER
2026-07-07,LH1268,AMS,BER,94,31.0,15.0,False,No delay,138,0.853,AMS-BER
2026-07-07,LH1322,AMS,DUS,133,19.0,25.0,False,ATC,190,0.99,AMS-DUS
2026-07-07,LH1489,AMS,HAM,167,,,True,Weather,174,0.931,AMS-HAM
2026-07-07,LH1493,VIE,HAM,131,0.0,1.0,False,No delay,151,0.903,VIE-HAM
2026-07-07,LH1600,DUS,FRA,97,0.0,1.0,False,No delay,117,0.914,DUS-FRA
2026-07-07,LH1624,DUS,BER,160,20.0,15.0,False,No delay,174,0.762,DUS-BER
2026-07-07,LH1671,BER,FRA,154,29.0,20.0,False,No delay,128,0.852,BER-FRA
2026-07-07,LH1701,VIE,FRA,100,0.0,13.0,False,No delay,217,0.813,VIE-FRA
2026-07-07,LH1766,ZRH,VIE,117,0.0,0.0,False,No delay,182,0.812,ZRH-VIE
2026-07-07,LH1849,VIE,BER,201,32.0,32.0,False,Ground handling,139,0.931,VIE-BER
2026-07-07,LH1895,MUC,BER,135,7.0,11.0,False,No delay,142,0.939,MUC-BER
2026-07-07,LH1899,DUS,FRA,175,20.0,28.0,False,Technical,162,0.796,DUS-FRA
2026-07-08,LH1039,DUS,ZRH,64,0.0,8.0,False,No delay,194,0.719,DUS-ZRH
2026-07-08,LH1084,DUS,BER,79,8.0,0.0,False,No delay,161,0.755,DUS-BER
2026-07-08,LH1191,HAM,MUC,63,0.0,0.0,False,No delay,116,0.96,HAM-MUC
2026-07-08,LH1239,DUS,HAM,59,15.0,20.0,False,No delay,117,0.68,DUS-HAM
2026-07-08,LH1244,BER,MUC,148,37.0,41.0,False,Weather,172,0.652,BER-MUC
2026-07-08,LH1342,AMS,MUC,55,31.0,30.0,False,Weather,90,0.843,AMS-MUC
2026-07-08,LH1598,HAM,BER,57,0.0,0.0,False,No delay,194,0.8,HAM-BER
2026-07-08,LH1657,ZRH,AMS,98,27.0,22.0,False,Weather,126,0.906,ZRH-AMS
2026-07-08,LH1674,MUC,FRA,172,0.0,3.0,False,No delay,123,0.868,MUC-FRA
2026-07-08,LH1824,DUS,AMS,105,0.0,0.0,False,No delay,70,0.817,DUS-AMS
2026-07-08,LH1879,VIE,BER,128,63.0,60.0,False,Late inbound,93,0.87,VIE-BER
2026-07-09,LH1025,AMS,ZRH,61,50.0,41.0,False,ATC,135,0.889,AMS-ZRH
2026-07-09,LH1098,AMS,VIE,196,38.0,37.0,False,Weather,78,0.782,AMS-VIE
